,Số phòng ngủ,Diện tích,Giá/m2
551,4 phòng,31 m²,"66,13 triệu/m²"
552,4 phòng,43 m²,"97,67 triệu/m²"
553,4 phòng,32 m²,"101,56 triệu/m²"
554,3 phòng,32.22 m²,"55,94 triệu/m²"
555,4 phòng,37 m²,"79,73 triệu/m²"
556,3 phòng,35 m²,"78,57 triệu/m²"
557,3 phòng,35 m²,80 triệu/m²
558,2 phòng,58 m²,"43,97 triệu/m²"
559,4 phòng,32 m²,"52,81 triệu/m²"
560,5 phòng,90 m²,"84,44 triệu/m²"
561,4 phòng,46 m²,"76,09 triệu/m²"
562,3 phòng,44 m²,"70,45 triệu/m²"
563,3 phòng,40 m²,80 triệu/m²
564,3 phòng,35 m²,"95,71 triệu/m²"
565,3 phòng,33 m²,"81,82 triệu/m²"
566,4 phòng,47 m²,"95,74 triệu/m²"
567,4 phòng,33 m²,"81,82 triệu/m²"
568,4 phòng,82 m²,"23,78 triệu/m²"
569,3 phòng,25 m²,96 triệu/m²
570,3 phòng,42 m²,"85,71 triệu/m²"
571,3 phòng,47 m²,"63,83 triệu/m²"
572,3 phòng,45 m²,"73,33 triệu/m²"
573,4 phòng,33 m²,"120,91 triệu/m²"
574,3 phòng,40 m²,"86,25 triệu/m²"
575,3 phòng,53 m²,"67,17 triệu/m²"
576,3 phòng,35 m²,"62,86 triệu/m²"
577,1 phòng,86 m²,"37,79 triệu/m²"
578,4 phòng,41 m²,"134,15 triệu/m²"
579,2 phòng,35 m²,"71,43 triệu/m²"
580,3 phòng,52 m²,"46,15 triệu/m²"
581,5 phòng,50 m²,93 triệu/m²
582,3 phòng,35 m²,"65,14 triệu/m²"
583,4 phòng,49 m²,"74,49 triệu/m²"
584,3 phòng,32 m²,"73,44 triệu/m²"
585,6 phòng,41 m²,"87,8 triệu/m²"
586,2 phòng,22 m²,"84,09 triệu/m²"
587,4 phòng,39 m²,"94,87 triệu/m²"
588,5 phòng,42 m²,"366,67 triệu/m²"
589,6 phòng,53 m²,"88,68 triệu/m²"
590,3 phòng,30 m²,"133,33 triệu/m²"
591,3 phòng,35 m²,"45,71 triệu/m²"
592,4 phòng,38 m²,"36,84 triệu/m²"
593,4 phòng,35 m²,"85,71 triệu/m²"
594,3 phòng,55 m²,"85,45 triệu/m²"
595,3 phòng,47.3 m²,"46,81 triệu/m²"
596,3 phòng,30 m²,75 triệu/m²
597,3 phòng,30 m²,"73,33 triệu/m²"
598,3 phòng,46 m²,"52,17 triệu/m²"
599,4 phòng,33.33 m²,"57,58 triệu/m²"
600,6 phòng,50 m²,106 triệu/m²
601,4 phòng,41 m²,"139,02 triệu/m²"
602,3 phòng,31 m²,"108,06 triệu/m²"
603,4 phòng,32 m²,"90,63 triệu/m²"
604,4 phòng,50 m²,240 triệu/m²
605,4 phòng,43 m²,100 triệu/m²
606,7 phòng,85 m²,"276,47 triệu/m²"
607,2 phòng,25 m²,78 triệu/m²
608,3 phòng,54 m²,"67,59 triệu/m²"
609,5 phòng,56 m²,"77,68 triệu/m²"
610,6 phòng,60 m²,75 triệu/m²
611,4 phòng,41 m²,"217,07 triệu/m²"
612,3 phòng,40 m²,65 triệu/m²
613,5 phòng,120 m²,"166,67 triệu/m²"
614,5 phòng,87 m²,"212,64 triệu/m²"
615,5 phòng,42 m²,"142,86 triệu/m²"
616,4 phòng,50 m²,86 triệu/m²
617,5 phòng,50 m²,121 triệu/m²
618,5 phòng,50 m²,96 triệu/m²
619,2 phòng,37 m²,"89,19 triệu/m²"
620,4 phòng,48 m²,"95,83 triệu/m²"
621,2 phòng,53 m²,75.471 đ/m²
622,2 phòng,40 m²,115 triệu/m²
623,3 phòng,30 m²,"98,33 triệu/m²"
624,4 phòng,32 m²,"117,19 triệu/m²"
625,4 phòng,52 m²,"70,19 triệu/m²"
626,3 phòng,30 m²,"108,33 triệu/m²"
627,3 phòng,60 m²,"266,67 triệu/m²"
628,3 phòng,35 m²,"64,29 triệu/m²"
629,3 phòng,25 m²,180 triệu/m²
630,3 phòng,31 m²,"279,03 triệu/m²"
631,4 phòng,50 m²,90 triệu/m²
632,3 phòng,26 m²,100 triệu/m²
633,5 phòng,82 m²,"63,41 triệu/m²"
634,5 phòng,96 m²,"65,63 triệu/m²"
635,3 phòng,33 m²,"98,48 triệu/m²"
636,4 phòng,48 m²,"106,25 triệu/m²"
637,5 phòng,37 m²,"89,19 triệu/m²"
638,4 phòng,35 m²,60 triệu/m²
639,3 phòng,39 m²,"76,92 triệu/m²"
640,2 phòng,50 m²,88 triệu/m²
641,4 phòng,46 m²,"77,17 triệu/m²"
642,3 phòng,30 m²,"71,67 triệu/m²"
643,1 phòng,55 m²,"72,73 triệu/m²"
644,3 phòng,32 m²,"143,75 triệu/m²"
645,3 phòng,23 m²,"60,87 triệu/m²"
646,4 phòng,40 m²,"40,5 triệu/m²"
647,2 phòng,47 m²,"102,13 triệu/m²"
648,3 phòng,32 m²,"134,38 triệu/m²"
649,4 phòng,35 m²,"88,57 triệu/m²"
650,3 phòng,32 m²,"70,31 triệu/m²"
651,2 phòng,45 m²,"82,22 triệu/m²"
652,4 phòng,35 m²,"62,86 triệu/m²"
653,3 phòng,35 m²,"82,86 triệu/m²"
654,5 phòng,47 m²,"79,79 triệu/m²"
655,3 phòng,47 m²,"72,34 triệu/m²"
656,4 phòng,47 m²,"82,98 triệu/m²"
657,3 phòng,33 m²,"103,03 triệu/m²"
658,4 phòng,35 m²,60 triệu/m²
659,1 phòng,52 m²,"45,19 triệu/m²"
660,6 phòng,45 m²,"88,89 triệu/m²"
661,1 phòng,75 m²,"78,67 triệu/m²"
662,3 phòng,37 m²,"78,38 triệu/m²"
663,2 phòng,31 m²,"180,65 triệu/m²"
664,4 phòng,38 m²,"92,11 triệu/m²"
665,4 phòng,70 m²,"82,86 triệu/m²"
666,5 phòng,60 m²,"166,67 triệu/m²"
667,3 phòng,42 m²,"102,38 triệu/m²"
668,5 phòng,62 m²,"114,52 triệu/m²"
669,3 phòng,50 m²,140 triệu/m²
670,4 phòng,40 m²,"112,5 triệu/m²"
671,4 phòng,30 m²,"71,67 triệu/m²"
672,5 phòng,50 m²,64 triệu/m²
673,4 phòng,38 m²,"81,58 triệu/m²"
674,4 phòng,66 m²,"109,09 triệu/m²"
675,3 phòng,35 m²,140 triệu/m²
676,4 phòng,34 m²,"94,12 triệu/m²"
677,3 phòng,34 m²,"71,18 triệu/m²"
678,4 phòng,42 m²,"95,24 triệu/m²"
679,4 phòng,47 m²,"92,55 triệu/m²"
680,2 phòng,26 m²,100 triệu/m²
681,3 phòng,55 m²,"108,18 triệu/m²"
682,3 phòng,25 m²,68 triệu/m²
683,3 phòng,30 m²,"66,67 triệu/m²"
684,4 phòng,25 m²,118 triệu/m²
685,6 phòng,451 m²,"43,24 triệu/m²"
686,3 phòng,50 m²,72 triệu/m²
687,4 phòng,45 m²,"103,33 triệu/m²"
688,4 phòng,41 m²,"96,34 triệu/m²"
689,3 phòng,51 m²,"94,12 triệu/m²"
690,3 phòng,42 m²,"90,48 triệu/m²"
691,3 phòng,30 m²,"98,33 triệu/m²"
692,2 phòng,50 m²,60 triệu/m²
693,3 phòng,33 m²,"72,73 triệu/m²"
694,4 phòng,108 m²,"83,33 triệu/m²"
695,3 phòng,26 m²,"113,46 triệu/m²"
696,3 phòng,70 m²,"105,71 triệu/m²"
697,4 phòng,42 m²,100 triệu/m²
698,2 phòng,41 m²,"60,98 triệu/m²"
699,4 phòng,51 m²,"97,06 triệu/m²"
700,4 phòng,37 m²,"72,97 triệu/m²"
701,2 phòng,30 m²,80 triệu/m²
702,5 phòng,42 m²,"88,1 triệu/m²"
703,2 phòng,35 m²,80 triệu/m²
704,4 phòng,45 m²,"106,67 triệu/m²"
705,2 phòng,20 m²,550 triệu/m²
706,3 phòng,25 m²,100 triệu/m²
707,3 phòng,30 m²,53 triệu/m²
708,2 phòng,43 m²,"95,35 triệu/m²"
709,2 phòng,25 m²,122 triệu/m²
710,3 phòng,32 m²,100 triệu/m²
711,4 phòng,34 m²,"73,53 triệu/m²"
712,3 phòng,31 m²,"116,13 triệu/m²"
713,2 phòng,41 m²,"121,95 triệu/m²"
714,4 phòng,57 m²,"51,75 triệu/m²"
715,3 phòng,35 m²,"82,86 triệu/m²"
716,4 phòng,36 m²,"77,78 triệu/m²"
717,4 phòng,32.07 m²,"79,69 triệu/m²"
718,3 phòng,33 m²,"115,15 triệu/m²"
719,4 phòng,35 m²,120 triệu/m²
720,5 phòng,185 m²,"111,89 triệu/m²"
721,6 phòng,31 m²,"104,84 triệu/m²"
722,4 phòng,30 m²,95 triệu/m²
723,3 phòng,25 m²,76 triệu/m²
724,3 phòng,25 m²,100 triệu/m²
725,4 phòng,53 m²,"90,57 triệu/m²"
726,2 phòng,35 m²,"88,57 triệu/m²"
727,5 phòng,45 m²,"122,22 triệu/m²"
728,5 phòng,48 m²,"93,75 triệu/m²"
729,4 phòng,37 m²,"94,59 triệu/m²"
730,3 phòng,27 m²,"81,48 triệu/m²"
731,4 phòng,47 m²,"78,72 triệu/m²"
732,4 phòng,28 m²,"82,14 triệu/m²"
733,4 phòng,40 m²,95 triệu/m²
734,4 phòng,38 m²,"107,89 triệu/m²"
735,4 phòng,40 m²,100 triệu/m²
736,4 phòng,35 m²,"71,43 triệu/m²"
737,2 phòng,27 m²,"59,26 triệu/m²"
738,1 phòng,45 m²,"44,44 triệu/m²"
739,6 phòng,43 m²,"69,77 triệu/m²"
740,6 phòng,52 m²,"103,85 triệu/m²"
741,3 phòng,36 m²,"43,06 triệu/m²"
742,3 phòng,36 m²,"43,06 triệu/m²"
743,4 phòng,41 m²,"73,17 triệu/m²"
744,5 phòng,48 m²,"110,42 triệu/m²"
745,6 phòng,41 m²,"106,1 triệu/m²"
746,2 phòng,21 m²,"78,57 triệu/m²"
747,4 phòng,45 m²,"155,33 triệu/m²"
748,3 phòng,52 m²,"54,81 triệu/m²"
749,4 phòng,48 m²,"71,88 triệu/m²"
750,4 phòng,30 m²,"91,67 triệu/m²"
751,4 phòng,36 m²,"40,28 triệu/m²"
752,3 phòng,51 m²,"97,06 triệu/m²"
753,4 phòng,39 m²,"82,05 triệu/m²"
754,2 phòng,25 m²,"79,2 triệu/m²"
755,3 phòng,45 m²,"66,67 triệu/m²"
756,3 phòng,40 m²,"68,75 triệu/m²"
757,5 phòng,49 m²,"80,61 triệu/m²"
758,4 phòng,33 m²,"66,67 triệu/m²"
759,3 phòng,38 m²,"105,26 triệu/m²"
760,4 phòng,40 m²,75 triệu/m²
761,3 phòng,34 m²,"94,12 triệu/m²"
762,3 phòng,33 m²,"81,82 triệu/m²"
763,3 phòng,32 m²,75 triệu/m²
764,5 phòng,42 m²,"107,14 triệu/m²"
765,2 phòng,41 m²,"43,9 triệu/m²"
766,4 phòng,40 m²,"87,5 triệu/m²"
767,4 phòng,40 m²,80 triệu/m²
768,4 phòng,35 m²,"74,29 triệu/m²"
769,3 phòng,125 m²,"67,2 triệu/m²"
770,4 phòng,66 m²,"75,76 triệu/m²"
771,4 phòng,50 m²,110 triệu/m²
772,4 phòng,38 m²,"92,11 triệu/m²"
773,2 phòng,26 m²,"107,69 triệu/m²"
774,3 phòng,35 m²,"82,86 triệu/m²"
775,2 phòng,43 m²,"69,3 triệu/m²"
776,4 phòng,46 m²,"134,78 triệu/m²"
777,6 phòng,37 m²,"98,65 triệu/m²"
778,1 phòng,35 m²,"133,71 triệu/m²"
779,2 phòng,38 m²,"92,11 triệu/m²"
780,3 phòng,31 m²,"83,87 triệu/m²"
781,3 phòng,23 m²,"82,61 triệu/m²"
782,4 phòng,45 m²,"82,22 triệu/m²"
783,3 phòng,36 m²,"161,11 triệu/m²"
784,3 phòng,34 m²,"79,41 triệu/m²"
785,3 phòng,41 m²,"170,24 triệu/m²"
786,3 phòng,45 m²,"88,89 triệu/m²"
787,3 phòng,31 m²,"74,19 triệu/m²"
788,9 phòng,50 m²,132 triệu/m²
789,5 phòng,50 m²,120 triệu/m²
790,5 phòng,46 m²,"80,43 triệu/m²"
791,3 phòng,37 m²,"45,68 triệu/m²"
792,6 phòng,42 m²,"103,57 triệu/m²"
793,nhiều hơn 10 phòng,76 m²,"101,97 triệu/m²"
794,3 phòng,33 m²,100 triệu/m²
795,4 phòng,45 m²,"88,89 triệu/m²"
796,2 phòng,46 m²,"43,48 triệu/m²"
797,4 phòng,35 m²,"85,71 triệu/m²"
798,4 phòng,50 m²,80 triệu/m²
799,3 phòng,48 m²,"83,33 triệu/m²"
800,8 phòng,50 m²,114 triệu/m²
801,4 phòng,39 m²,"42,31 triệu/m²"
802,5 phòng,40 m²,75 triệu/m²
803,2 phòng,33 m²,"56,06 triệu/m²"
804,4 phòng,60 m²,"93,33 triệu/m²"
805,4 phòng,40 m²,"87,5 triệu/m²"
806,2 phòng,24 m²,"72,92 triệu/m²"
807,3 phòng,44 m²,"88,64 triệu/m²"
808,3 phòng,33 m²,"96,97 triệu/m²"
809,4 phòng,39 m²,"89,74 triệu/m²"
810,2 phòng,20 m²,"92,5 triệu/m²"
811,4 phòng,40 m²,"62,5 triệu/m²"
812,4 phòng,35 m²,110 triệu/m²
813,2 phòng,33 m²,"86,36 triệu/m²"
814,4 phòng,45 m²,"77,78 triệu/m²"
815,2 phòng,33.1 m²,"74,24 triệu/m²"
816,3 phòng,34 m²,"92,65 triệu/m²"
817,5 phòng,41 m²,"112,2 triệu/m²"
818,3 phòng,39.8 m²,"41,54 triệu/m²"
819,4 phòng,35 m²,"105,71 triệu/m²"
820,6 phòng,40 m²,"91,25 triệu/m²"
821,nhiều hơn 10 phòng,75 m²,96 triệu/m²
822,3 phòng,37 m²,"37,84 triệu/m²"
823,4 phòng,45 m²,"111,11 triệu/m²"
824,4 phòng,51 m²,"117,65 triệu/m²"
825,3 phòng,32 m²,"87,5 triệu/m²"
826,4 phòng,50 m²,200 triệu/m²
827,9 phòng,38 m²,"94,74 triệu/m²"
828,4 phòng,42 m²,"107,14 triệu/m²"
829,3 phòng,35 m²,"75,71 triệu/m²"
830,4 phòng,45 m²,"61,11 triệu/m²"
831,7 phòng,44 m²,"97,73 triệu/m²"
832,4 phòng,30 m²,110 triệu/m²
833,5 phòng,40 m²,90 triệu/m²
834,2 phòng,42 m²,"78,57 triệu/m²"
835,4 phòng,35 m²,80 triệu/m²
836,3 phòng,31 m²,"79,03 triệu/m²"
837,4 phòng,32 m²,"70,31 triệu/m²"
838,3 phòng,33 m²,"28,79 triệu/m²"
839,3 phòng,31 m²,"138,71 triệu/m²"
840,3 phòng,40 m²,"107,5 triệu/m²"
841,3 phòng,32 m²,"45,31 triệu/m²"
842,5 phòng,35 m²,"131,43 triệu/m²"
843,8 phòng,50 m²,218 triệu/m²
844,3 phòng,25 m²,"85,4 triệu/m²"
845,4 phòng,50 m²,51 triệu/m²
846,6 phòng,60 m²,"83,33 triệu/m²"
847,3 phòng,36.5 m²,"95,92 triệu/m²"
848,3 phòng,40 m²,"92,5 triệu/m²"
849,3 phòng,36 m²,"52,78 triệu/m²"
850,4 phòng,35 m²,"85,71 triệu/m²"
851,3 phòng,47 m²,"70,21 triệu/m²"
852,4 phòng,42 m²,"76,19 triệu/m²"
853,4 phòng,50 m²,110 triệu/m²
854,2 phòng,34 m²,"111,76 triệu/m²"
855,6 phòng,45 m²,"86,67 triệu/m²"
856,3 phòng,30 m²,"93,33 triệu/m²"
857,3 phòng,41 m²,"85,37 triệu/m²"
858,3 phòng,32 m²,"53,13 triệu/m²"
859,4 phòng,33 m²,"157,58 triệu/m²"
860,5 phòng,36 m²,"86,11 triệu/m²"
861,3 phòng,35 m²,"107,14 triệu/m²"
862,3 phòng,34 m²,"79,41 triệu/m²"
863,3 phòng,45 m²,"75,56 triệu/m²"
864,3 phòng,58 m²,"58,62 triệu/m²"
865,5 phòng,39 m²,"79,49 triệu/m²"
866,4 phòng,60 m²,"76,67 triệu/m²"
867,4 phòng,37 m²,"129,73 triệu/m²"
868,3 phòng,33 m²,"96,97 triệu/m²"
869,4 phòng,44 m²,"113,64 triệu/m²"
870,3 phòng,35 m²,"67,14 triệu/m²"
871,4 phòng,37 m²,"45,68 triệu/m²"
872,5 phòng,30 m²,100 triệu/m²
873,4 phòng,59 m²,"74,58 triệu/m²"
874,4 phòng,45 m²,"118,89 triệu/m²"
875,6 phòng,65 m²,200 triệu/m²
876,2 phòng,35 m²,"71,43 triệu/m²"
877,2 phòng,46 m²,"69,57 triệu/m²"
878,4 phòng,46 m²,"97,83 triệu/m²"
879,2 phòng,46 m²,"78,26 triệu/m²"
880,2 phòng,30 m²,"78,33 triệu/m²"
881,2 phòng,86 m²,"441,86 triệu/m²"
882,4 phòng,45 m²,"102,22 triệu/m²"
883,3 phòng,32 m²,"56,25 triệu/m²"
884,4 phòng,45 m²,"133,33 triệu/m²"
885,1 phòng,24 m²,"66,67 triệu/m²"
886,4 phòng,50 m²,136 triệu/m²
887,3 phòng,47 m²,"127,66 triệu/m²"
888,6 phòng,45 m²,110 triệu/m²
889,3 phòng,26 m²,"157,69 triệu/m²"
890,3 phòng,40 m²,"162,5 triệu/m²"
891,2 phòng,22 m²,"88,64 triệu/m²"
892,3 phòng,41 m²,"92,68 triệu/m²"
893,5 phòng,38 m²,"197,37 triệu/m²"
894,2 phòng,45 m²,"75,56 triệu/m²"
895,6 phòng,40 m²,90 triệu/m²
896,4 phòng,43 m²,"79,07 triệu/m²"
897,4 phòng,120 m²,"58,33 triệu/m²"
898,4 phòng,34 m²,100 triệu/m²
899,3 phòng,42 m²,"714,29 triệu/m²"
900,3 phòng,40 m²,"87,5 triệu/m²"
901,4 phòng,46 m²,"91,3 triệu/m²"
902,3 phòng,37 m²,"81,08 triệu/m²"
903,4 phòng,35 m²,"102,86 triệu/m²"
904,3 phòng,42 m²,"80,95 triệu/m²"
905,4 phòng,37 m²,"81,08 triệu/m²"
906,3 phòng,35 m²,"94,29 triệu/m²"
907,3 phòng,25 m²,"95,2 triệu/m²"
908,5 phòng,45 m²,"122,22 triệu/m²"
909,3 phòng,32 m²,"56,25 triệu/m²"
910,3 phòng,43 m²,"88,37 triệu/m²"
911,3 phòng,35 m²,"145,71 triệu/m²"
912,4 phòng,443 m²,"7,67 triệu/m²"
913,4 phòng,40 m²,75 triệu/m²
914,3 phòng,45 m²,"124,44 triệu/m²"
915,4 phòng,36 m²,"76,39 triệu/m²"
916,2 phòng,38 m²,"86,84 triệu/m²"
917,3 phòng,34 m²,"88,24 triệu/m²"
918,6 phòng,46 m²,"89,13 triệu/m²"
919,3 phòng,35 m²,"88,57 triệu/m²"
920,4 phòng,35 m²,"105,71 triệu/m²"
921,4 phòng,35.5 m²,"98,69 triệu/m²"
922,3 phòng,30 m²,100 triệu/m²
923,4 phòng,43 m²,"134,88 triệu/m²"
924,5 phòng,35 m²,"88,57 triệu/m²"
925,4 phòng,40 m²,"97,5 triệu/m²"
926,4 phòng,46.4 m²,"84,78 triệu/m²"
927,6 phòng,50 m²,116 triệu/m²
928,5 phòng,63 m²,"171,43 triệu/m²"
929,3 phòng,32 m²,"93,75 triệu/m²"
930,4 phòng,43 m²,"97,67 triệu/m²"
931,3 phòng,33 m²,"78,79 triệu/m²"
932,2 phòng,46 m²,"92,39 triệu/m²"
933,4 phòng,34 m²,100 triệu/m²
934,4 phòng,48 m²,"110,42 triệu/m²"
935,2 phòng,57 m²,"61,4 triệu/m²"
936,4 phòng,39 m²,"71,79 triệu/m²"
937,3 phòng,46 m²,"105,43 triệu/m²"
938,4 phòng,36 m²,"91,67 triệu/m²"
939,6 phòng,45 m²,"148,89 triệu/m²"
940,3 phòng,33 m²,"77,27 triệu/m²"
941,4 phòng,45 m²,"66,67 triệu/m²"
942,4 phòng,47 m²,"97,87 triệu/m²"
943,4 phòng,46 m²,"91,3 triệu/m²"
944,4 phòng,41 m²,"39,02 triệu/m²"
945,3 phòng,33 m²,"95,45 triệu/m²"
946,3 phòng,42 m²,"114,29 triệu/m²"
947,4 phòng,40 m²,110 triệu/m²
948,4 phòng,35 m²,80 triệu/m²
949,3 phòng,34 m²,"43,24 triệu/m²"
950,4 phòng,45 m²,"122,22 triệu/m²"
951,3 phòng,35 m²,"97,14 triệu/m²"
952,4 phòng,45 m²,"82,22 triệu/m²"
953,4 phòng,25 m²,80 triệu/m²
954,3 phòng,45 m²,"124,44 triệu/m²"
955,7 phòng,42 m²,"103,57 triệu/m²"
956,4 phòng,54 m²,"104,63 triệu/m²"
957,4 phòng,42 m²,"109,52 triệu/m²"
958,3 phòng,47 m²,"71,28 triệu/m²"
959,4 phòng,54 m²,"81,48 triệu/m²"
960,4 phòng,38 m²,"131,58 triệu/m²"
961,3 phòng,45 m²,"78,89 triệu/m²"
962,5 phòng,35 m²,"85,71 triệu/m²"
963,4 phòng,42 m²,"226,19 triệu/m²"
964,4 phòng,52 m²,"54,81 triệu/m²"
965,3 phòng,35 m²,"114,29 triệu/m²"
966,6 phòng,53 m²,"83,96 triệu/m²"
967,3 phòng,31 m²,"63,87 triệu/m²"
968,3 phòng,30 m²,"106,67 triệu/m²"
969,7 phòng,45 m²,"82,22 triệu/m²"
970,4 phòng,43 m²,"83,72 triệu/m²"
971,2 phòng,40 m²,77 triệu/m²
972,4 phòng,37 m²,"89,19 triệu/m²"
973,3 phòng,41 m²,"69,51 triệu/m²"
974,4 phòng,61 m²,"74,59 triệu/m²"
975,3 phòng,30 m²,110 triệu/m²
976,3 phòng,35 m²,"88,57 triệu/m²"
977,4 phòng,42 m²,"114,29 triệu/m²"
978,4 phòng,47 m²,"91,49 triệu/m²"
979,6 phòng,44 m²,"138,64 triệu/m²"
980,3 phòng,31 m²,"45,16 triệu/m²"
981,3 phòng,31 m²,"129,03 triệu/m²"
982,4 phòng,45 m²,"113,33 triệu/m²"
983,4 phòng,43 m²,"81,4 triệu/m²"
984,2 phòng,34 m²,"76,47 triệu/m²"
985,3 phòng,33 m²,"96,97 triệu/m²"
986,4 phòng,46 m²,"91,3 triệu/m²"
987,4 phòng,60 m²,"76,67 triệu/m²"
988,2 phòng,62 m²,"48,39 triệu/m²"
989,3 phòng,33 m²,"130,3 triệu/m²"
990,6 phòng,46 m²,"65,22 triệu/m²"
991,5 phòng,45 m²,"66,67 triệu/m²"
992,4 phòng,40 m²,70 triệu/m²
993,4 phòng,62 m²,"86,29 triệu/m²"
994,5 phòng,32 m²,175 triệu/m²
995,5 phòng,40 m²,"87,5 triệu/m²"
996,6 phòng,50 m²,70 triệu/m²
997,3 phòng,35 m²,"88,57 triệu/m²"
998,3 phòng,37 m²,"108,11 triệu/m²"
999,6 phòng,45 m²,"107,78 triệu/m²"
1000,3 phòng,39 m²,"92,31 triệu/m²"
1001,4 phòng,47 m²,"87,23 triệu/m²"
1002,3 phòng,33 m²,100 triệu/m²
1003,4 phòng,35 m²,"94,29 triệu/m²"
1004,3 phòng,42 m²,"123,81 triệu/m²"
1005,3 phòng,43 m²,"83,72 triệu/m²"
1006,4 phòng,36 m²,"102,78 triệu/m²"
1007,4 phòng,38 m²,100 triệu/m²
1008,3 phòng,33 m²,"84,85 triệu/m²"
1009,3 phòng,28 m²,"105,36 triệu/m²"
1010,4 phòng,52 m²,"67,31 triệu/m²"
1011,3 phòng,32 m²,"117,19 triệu/m²"
1012,3 phòng,16 m²,"130,63 triệu/m²"
1013,3 phòng,113 m²,"141,59 triệu/m²"
1014,2 phòng,42 m²,"95,24 triệu/m²"
1015,3 phòng,38 m²,100 triệu/m²
1016,4 phòng,69 m²,"78,26 triệu/m²"
1017,4 phòng,35 m²,"117,14 triệu/m²"
1018,3 phòng,33 m²,"93,94 triệu/m²"
1019,4 phòng,47 m²,"63,83 triệu/m²"
1020,4 phòng,70 m²,"221,43 triệu/m²"
1021,3 phòng,35 m²,100 triệu/m²
1022,4 phòng,34 m²,"76,47 triệu/m²"
1023,6 phòng,49 m²,"69,39 triệu/m²"
1024,4 phòng,45 m²,80 triệu/m²
1025,4 phòng,49 m²,"73,47 triệu/m²"
1026,4 phòng,83 m²,"91,57 triệu/m²"
1027,3 phòng,50 m²,136 triệu/m²
1028,3 phòng,43 m²,"69,77 triệu/m²"
1029,2 phòng,47 m²,"129,79 triệu/m²"
1030,3 phòng,35 m²,"46,29 triệu/m²"
1031,3 phòng,36 m²,"83,33 triệu/m²"
1032,3 phòng,32 m²,"114,06 triệu/m²"
1033,6 phòng,60 m²,"158,33 triệu/m²"
1034,4 phòng,35 m²,"113,71 triệu/m²"
1035,4 phòng,33 m²,"93,94 triệu/m²"
1036,4 phòng,48 m²,"67,71 triệu/m²"
1037,4 phòng,47 m²,"112,77 triệu/m²"
1038,4 phòng,43 m²,"96,51 triệu/m²"
1039,3 phòng,46 m²,"65,22 triệu/m²"
1040,3 phòng,30 m²,"111,67 triệu/m²"
1041,2 phòng,11 m²,"122,73 triệu/m²"
1042,5 phòng,75 m²,"146,67 triệu/m²"
1043,5 phòng,36 m²,"94,44 triệu/m²"
1044,5 phòng,37 m²,"81,08 triệu/m²"
1045,6 phòng,40 m²,110 triệu/m²
1046,3 phòng,27 m²,"92,59 triệu/m²"
1047,4 phòng,43 m²,"95,35 triệu/m²"
1048,3 phòng,38 m²,100 triệu/m²
1049,3 phòng,35 m²,116 triệu/m²
1050,4 phòng,34 m²,"120,59 triệu/m²"
1051,4 phòng,37 m²,"95,95 triệu/m²"
1052,4 phòng,35 m²,"75,71 triệu/m²"
1053,3 phòng,73 m²,"47,95 triệu/m²"
1054,4 phòng,45 m²,"77,78 triệu/m²"
1055,4 phòng,45 m²,"64,44 triệu/m²"
1056,3 phòng,35 m²,"102,86 triệu/m²"
1057,3 phòng,32 m²,"44,38 triệu/m²"
1058,4 phòng,42 m²,125 triệu/m²
1059,3 phòng,31 m²,"75,81 triệu/m²"
1060,4 phòng,39 m²,"111,54 triệu/m²"
1061,4 phòng,45 m²,"93,33 triệu/m²"
1062,3 phòng,47 m²,"142,55 triệu/m²"
1063,3 phòng,40 m²,"91,25 triệu/m²"
1064,3 phòng,34 m²,"97,06 triệu/m²"
1065,6 phòng,45 m²,"88,89 triệu/m²"
1066,5 phòng,80 m²,300 triệu/m²
1067,4 phòng,41 m²,"87,8 triệu/m²"
1068,2 phòng,32 m²,"128,13 triệu/m²"
1069,2 phòng,51 m²,"88,24 triệu/m²"
1070,3 phòng,36 m²,"55,56 triệu/m²"
1071,4 phòng,35 m²,"82,86 triệu/m²"
1072,3 phòng,36 m²,"109,72 triệu/m²"
1073,5 phòng,43 m²,"132,56 triệu/m²"
1074,4 phòng,36 m²,"47,78 triệu/m²"
1075,4 phòng,35 m²,"82,86 triệu/m²"
1076,4 phòng,47 m²,"112,77 triệu/m²"
1077,3 phòng,42 m²,"80,95 triệu/m²"
1078,6 phòng,33 m²,"90,91 triệu/m²"
1079,5 phòng,143 m²,"272,73 triệu/m²"
1080,3 phòng,36 m²,"83,33 triệu/m²"
1081,2 phòng,22 m²,"84,09 triệu/m²"
1082,6 phòng,40 m²,95 triệu/m²
1083,3 phòng,45 m²,"67,78 triệu/m²"
1084,5 phòng,50 m²,84 triệu/m²
1085,4 phòng,57 m²,"91,23 triệu/m²"
1086,6 phòng,42 m²,"101,19 triệu/m²"
1087,3 phòng,30 m²,100 triệu/m²
1088,4 phòng,33 m²,"109,09 triệu/m²"
1089,4 phòng,49 m²,"81,63 triệu/m²"
1090,2 phòng,83.9 m²,"15,66 triệu/m²"
1091,3 phòng,40 m²,90 triệu/m²
1092,3 phòng,28 m²,"105,36 triệu/m²"
1093,4 phòng,40 m²,"83,75 triệu/m²"
1094,3 phòng,40 m²,"91,25 triệu/m²"
1095,4 phòng,39 m²,"115,38 triệu/m²"
1096,3 phòng,32 m²,50 triệu/m²
1097,4 phòng,52 m²,"71,15 triệu/m²"
